3377,3377,3476,3377,3377,3377,3476,3377,3377,5062
4052,6514,-3484,-3484,-3484,6514,0,0,0,17317
21460,12570,13530,14876,14157,1300,1200,5000,1000,5000
292,7948,3363,1774,0,8144,18285,1774,0,0
7029,3932,2105,2487,777,0,1057,1000,0,5300
390,390,390,540,540,390,390,540,540,540
0,0,0,0,0,0,0,0,0,0
7351,6225,3645,3090,3700,3039,2000,1000,1000,0
67719,69501,58536,56705,18352,3000,12423,2000,2000,1000
20138,8267,65993,8543,1695,8267,66008,8543,1695,750
202967,203188,198576,186981,137486,7208,7282,5835,5000,5500
72565,63342,51529,41484,34097,10000,4000,2000,3000,2500
25039,25989,23078,23697,25257,1700,1384,1003,2100,900
326,326,833,326,802,326,833,326,802,326
91029,84644,87765,83094,66463,5005,15055,16752,10012,10071
646,1278,639,621,-18,1271,0,621,0,0
0,0,0,0,0,0,0,0,0,0
19200,19079,17695,17791,15704,500,1300,1240,600,1000
190601,4987,651,3126,3707,4987,651,3126,3707,11225
11862,11259,12482,10528,9293,1300,1446,500,500,8000
28700,29484,28592,16869,12713,15000,10000,3000,12713,10420
0,0,0,0,0,0,0,0,0,0
91653,94037,108597,65913,43805,10042,18832,2117,2076,5045
326,501,1251,0,2106,501,1251,0,2106,652
390,390,390,390,390,390,390,390,390,390
4158,2682,0,6440,0,2682,0,6440,0,5930
-2012,-2012,47714,48685,18139,0,50224,2195,649,672
25339,26342,27376,28415,28980,1427,1461,1500,1037,1225
90945,77668,79321,80401,80872,3500,3500,3000,3083,3000
143900,0,0,0,0,10000,0,0,0,0
20464,19322,19004,19558,19176,4,1640,1589,1000,1001
149303,156632,136685,137432,138059,30000,30000,4148,15100,8029
365023,365445,350474,342569,307959,14320,15065,13017,15026,12017
57724,56597,50766,47022,31606,2000,5015,2000,3000,1300
10339,6405,-4617,16879,5195,6405,99,22480,0,580
51243,49805,50654,41776,17083,0,2025,2062,2016,1022
29717,28569,29168,30566,29229,0,2000,2200,0,1100
33333,0,0,0,0,0,0,0,0,0
14401,4374,15020,4233,5934,4374,15037,4233,6092,0
16217,15664,16693,17407,18660,0,1586,1300,1546,900
11310,10842,12896,14675,17265,0,2554,2000,3000,1000
25718,0,0,0,1643,0,0,0,1643,3400
19518,21735,22599,20600,24132,3735,3599,3600,4132,15000
1329,4526,11906,14202,6956,4526,11911,14425,7063,4839
44278,41812,43095,46292,44744,0,2000,5000,1514,1197
2238,3057,1879,889,2399,2000,0,0,2500,0
144160,147451,150617,153351,156213,6000,6010,5600,5700,5700
13513,11800,2522,1261,390,1000,2522,0,390,390
91192,91305,103216,88782,35146,4000,15074,16197,13112,43122
3556,326,326,476,802,652,326,476,802,0
81070,63610,58099,52599,52519,2385,5028,21595,5541,1507
1877,1830,200,200,18370,151,200,0,18370,53276
49631,49641,50355,0,0,3000,2000,0,0,0
49485,52108,56950,58419,56885,3458,6300,3000,0,2103
70762,69025,74489,78660,76797,0,6600,6000,0,3000
25933,25589,25234,24579,23635,0,0,0,0,0
355310,337523,342288,336750,341376,13671,12678,13601,12136,12771
31207,30399,30147,29366,29555,0,2000,1500,1010,1055
50586,46993,33136,34475,19666,2000,2000,2000,1000,1259
69169,67855,74494,74204,75678,3083,10000,2554,2566,2600
204491,176733,174680,61523,61415,7000,7500,2369,2000,2078
44574,0,0,0,0,0,0,0,0,0
40969,32724,24975,25475,26010,1859,1410,910,939,1000
43469,44462,45510,46501,47119,2015,2063,2054,1672,1946
2404,681,4048,0,5092,687,4053,0,5092,7464
14301,17069,17818,20251,19657,3000,1300,3000,0,0
108756,152194,105290,149530,146455,46980,64890,122080,106625,141711
20540,8985,8941,8564,6281,1985,2287,2287,281,965
44765,35776,67887,20356,12780,10006,3072,72,62,11681
6407,-6,-3,-3,-3,0,0,0,0,1043
1469,1340,9794,15792,8944,1340,9794,7004,1000,89137
52564,53681,56893,59021,117568,1963,4120,3069,2215,30000
-18,-18,-18,-18,-18,0,0,0,0,0
0,990,0,234,0,990,0,234,0,0
89226,90212,-1037,-1037,66441,3133,0,0,68383,3000
24282,23470,23297,22546,19563,1500,1500,2150,0,1000
8460,0,0,0,0,0,0,0,0,0
195409,203432,180786,95445,63048,21844,14105,21124,2520,50961
99729,139201,155871,193666,216666,59201,35000,54461,46666,18871
71358,70285,28867,29766,26522,3280,1480,1360,960,1500
175357,168933,163384,164700,142767,6006,7006,10000,9000,5000
25078,20970,14407,6820,10099,21006,14430,6820,10099,7806
113,0,1100,0,2119,0,1100,0,2119,0
311401,218298,222424,220058,199376,21084,20000,12000,15000,8000
66831,62435,59977,59411,55112,3021,2800,2710,5227,0
416,2939,5447,416,7509,2939,3000,5,7509,6387
2202,2900,2335,7278,6646,2911,2579,7278,6,26
14202,0,505,0,0,0,505,0,0,0
225274,230414,237135,241033,246081,8773,10561,8629,8934,8984
396,396,396,396,396,396,396,396,396,396
175348,153679,110237,46972,29045,9304,2921,15000,1137,600
15847,16885,18418,18915,17639,1300,1803,1300,1333,0
88758,89680,89876,49922,46302,3900,3487,1629,4000,3000
3229,0,6709,6366,1950,0,6709,0,1950,1931
26411,28902,28139,28697,35084,3231,0,1026,1063,1397
1159,2468,1159,1159,11476,2468,0,1159,11476,0
7075,15732,9285,1617,188,17003,9343,1617,188,98
122024,123228,120339,122743,124893,4500,4300,4200,4487,4087
273270,272944,286497,279146,179536,12022,24000,3,10023,10000
41352,43757,46012,47543,48489,3100,3269,2800,1736,1799
9763,7059,5606,3136,3353,7059,6000,3136,3353,12336
0,292,7352,3401,1042,292,7352,3401,1042,4000
274261,209672,179618,152069,110763,11375,5066,5145,5145,5117
137502,127014,120826,112211,110396,6112,4202,4200,4200,5000
182176,176797,187033,171021,167789,0,14179,0,7000,10000
60199,60742,60841,58902,19352,2800,2600,2107,1000,1000
8144,0,0,0,0,0,0,0,0,0
6571,1156,1156,1889,3367,1156,1156,1889,3367,2267
26788,28352,86253,28351,28571,2001,1600,600,1000,468
75509,65572,59306,60479,61467,3500,2500,2500,2300,3000
333549,342782,340216,344545,140386,15047,15000,14000,5008,10055
73167,70238,70640,71298,70930,0,2600,3000,3000,6000
50693,50019,36939,29500,19655,1747,1515,3076,20693,679
17913,380,5118,380,380,380,5118,380,380,380
396,396,792,396,396,396,792,0,396,396
239,0,0,0,1446,0,0,0,1446,426
1473,2998,2946,1473,1473,2998,1473,0,1473,28058
1662,13877,7600,5546,1241,13934,7735,5551,1241,1801
59487,59199,59326,58938,30101,2113,2500,3000,2500,1500
155260,136185,139013,140035,146365,7416,6900,5100,10000,5500
2681,1273,2192,430,430,0,2192,430,430,6136
49833,49831,51818,50244,49484,5000,5000,5000,5000,5000
27234,20191,26276,26847,21713,1389,12000,915,788,791
16593,226145,216931,207423,197914,226145,7815,7372,7113,6967
36658,19253,20179,18800,19500,4000,1409,0,1000,0
780,390,0,780,0,0,0,780,0,0
0,12103,2250,899,0,12103,2250,899,0,1375
0,0,568,16166,16726,0,568,16166,1000,1000
5378,6482,7308,5736,6236,1200,1000,115,500,180
71121,481382,559712,163628,117475,493358,1227082,164577,510,6239
58995,63064,60984,61034,60881,5000,0,500,39,707
0,0,0,0,0,0,0,0,0,0
99036,99625,99016,101661,103011,3520,4500,5200,4500,3950
74487,76126,69856,48816,48476,7576,3000,1800,1800,2000
15196,16373,17590,18107,18756,1428,1500,800,936,2000
10301,12871,12374,13392,14938,2750,0,1231,1777,0
3862,1780,0,0,0,1783,0,0,0,0
64498,58261,401,43091,29842,349,595,54061,32384,1234
15527,16882,18190,27465,27643,2000,2000,10000,991,1010
919,8209,421,4502,6013,8209,421,5000,6013,0
1580,2925,-551,-1944,-4430,2935,4,7,4,7
16350,17382,18488,19179,19720,1300,1400,1000,1000,626
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
26708,25230,26999,27748,28351,2000,3000,1500,1200,1136
-200,-200,-200,0,2000,0,0,200,2000,0
0,0,0,0,0,0,0,0,0,0
3333,0,3333,0,984,0,3333,0,984,984
42646,30060,28391,26156,25377,2159,1500,1000,1000,3800
0,0,0,0,0,0,0,0,0,484
0,0,0,0,0,0,0,0,0,0
5484,4307,12004,21810,13807,4317,12006,21810,0,2960
9713,264,252,2632,5410,264,252,2656,5410,5834
43353,47682,46429,43405,42796,5000,2600,1500,1500,2000
105440,105852,111966,106068,109293,5300,11000,0,8077,0
14558,17212,16635,16678,17268,3200,0,600,1840,800
60465,60100,58795,47818,28357,3000,2148,3049,3000,3002
3978,5249,6362,7256,6995,1500,1362,1000,0,350
69852,67531,28650,27590,27850,0,2708,0,1010,1013
4007,3201,14509,21168,14501,3201,14509,21168,0,1528
5263,5021,3579,31053,30334,3,8,30334,0,8507
47520,46256,32029,31397,27834,2000,2500,1200,2000,18000
1199,15586,344,2340,6702,15586,344,2340,4702,339
191262,183554,164619,133372,92101,0,7100,5500,3500,3000
51300,50222,49097,50036,49145,0,0,2000,0,1900
27358,28422,28858,29289,28685,1800,1200,1200,0,2800
64655,63031,64440,62816,63473,0,3000,0,2300,2661
50281,51441,54107,55111,56688,2000,3500,3000,2500,2500
2049,1579,590,3617,2001,0,590,3617,2001,0
45373,49363,48308,51616,56416,4747,0,5000,5000,0
0,0,0,0,0,0,0,0,0,0
856,856,856,856,856,856,856,856,856,856
118624,118871,120550,550,100,3700,3011,550,100,1000
-5,580,2207,630,540,585,2207,630,540,0
13394,17356,6826,36830,6280,17456,6826,36837,6280,150
9725,10766,12070,11973,10166,1200,1500,2000,1166,3500
77651,78651,79972,81415,81878,3300,3600,3805,3100,3200
50883,51184,50092,50332,29690,2200,4,2300,1100,1400
279065,273067,278910,283920,253113,0,10638,10569,8809,8883
146130,120750,105492,104061,105202,5042,4000,4000,4000,4368
50990,49123,50820,50706,30636,2100,2500,3820,1636,1501
140,358,285,219,415,358,285,219,416,142
38916,37990,42382,43190,42198,0,5000,1800,0,5232
41897,17304,16544,14787,15975,4000,2000,3000,3000,3000
176424,164745,168208,171667,175219,5896,6117,6268,6445,6379
50383,49073,31036,20061,19710,2304,2224,19691,1000,725
82922,81084,74530,66897,64699,3600,2962,2500,1800,1000
28916,29451,27779,28340,0,11592,1500,959,0,0
64266,47971,25581,15406,6196,26000,11725,15406,6903,45045
110712,110988,98270,79402,80804,4112,3648,2800,3100,3133
10874,11896,12906,13162,13438,1205,1215,471,488,491
95686,98374,99562,100532,102779,5100,3700,3500,4000,0
27289,28020,31140,27695,17338,1489,4415,1084,491,540
27226,26508,26976,27206,26631,0,1200,968,0,998
8508,27049,0,0,0,27049,0,0,0,0
50094,50461,50994,30521,30242,2479,2412,1162,1199,1223
34970,19188,19998,22919,23128,1313,1689,4000,958,1036
338272,339191,325675,285417,284834,15000,15000,15000,12000,12500
734,9455,1277,2170,16070,9483,1338,2176,16070,1760
17077,22420,57255,34289,0,22437,57326,34311,0,0
61282,53394,17644,0,5468,7900,4157,0,5468,0
2500,2500,0,0,0,0,0,0,0,0
26597,16573,19080,13860,15904,3357,3010,2000,2044,131438
0,1437,3070,1406,2196,1437,3078,1406,2196,1481
0,0,0,0,0,0,0,0,0,0
626648,586825,547667,504474,462640,20659,20421,16943,15634,14933
48978,58858,36129,20369,29521,20078,5017,509,29526,35000
40698,42018,43344,16951,16989,2000,2230,1600,600,500
1983,326,3242,1206,326,326,3242,1206,326,326
20329,14244,30580,15365,15587,1600,1600,1000,1000,1000
12939,14128,15354,5023,5275,1405,1631,300,375,54
68629,57168,58103,58595,59822,2187,2000,2000,2053,1964
107430,109660,111387,111631,111657,5500,5000,4300,12700,0
12939,28805,41027,36073,46096,28954,41027,36073,46096,103065
8443,13782,22997,24209,23122,13829,22997,25071,23122,4000
0,0,0,0,0,0,0,0,0,0
54530,37295,96251,36221,36424,55000,100044,2000,2000,2000
147335,135184,139664,142293,113086,0,6586,5881,3292,3399
550,1606,1422,2685,1395,1606,4,2693,1395,2906
43027,44340,48959,49672,50758,2000,5700,1800,2500,0
2318,1818,2057,2278,1224,1827,2066,2287,1242,1827
1208,534,212,2886,3794,0,538,3089,1630,2000
17628,20024,20424,20601,19992,3000,1000,786,0,0
151050,148362,142223,126060,123978,6000,5012,5000,5000,5000
94218,95129,172957,85332,87103,3415,3002,3177,3271,2702
390,390,390,390,780,390,390,390,780,0
46880,25577,26352,16846,17562,1500,1269,1284,1000,1000
19505,20715,19750,19506,19255,3000,3000,3000,3000,3000
387851,349973,689643,334456,329981,13070,13000,26000,20095,11000
4480,7354,6930,6090,2435,3000,3000,2018,1200,1500
51016,51081,52059,47912,48646,1200,2100,0,1800,2000
30384,30134,30646,29657,30232,3010,3000,3000,3000,1083
3443,69,188,188,177,69,188,188,177,2400
82274,80426,78536,94069,92447,0,0,17000,0,5015
39410,41460,46307,45324,41887,3000,6000,0,2033,5000
75373,76865,78214,76363,79893,3300,3200,0,5137,0
379080,374137,371624,362191,322148,13501,14152,12270,11031,10207
11409,1222,3308,481,-19,1228,3324,483,0,3840
95716,96181,99933,102278,104710,3226,4959,5000,2790,5083
78356,70664,62223,26400,27201,2600,2036,1500,1201,1500
58246,61650,0,0,0,5000,0,0,0,0
33336,39009,47657,52372,52112,10000,10000,6000,1570,5000
4168,19169,22893,52002,16521,19169,22893,53198,0,0
133401,135703,142275,144427,146702,6000,10275,6000,6000,6100
51996,51203,50071,8086,8263,300,300,300,293,1400
2001,2338,5655,1670,3096,2338,5655,1676,3096,4590
28708,28285,26702,20115,18426,1514,1278,671,870,879
26857,9505,8933,14357,24549,9511,8933,14357,15000,3031
10147,7358,11727,10850,9061,7395,11807,10904,9106,13081
140,140,140,60,120,140,140,60,200,0
268112,263368,259969,255832,245462,9429,8738,7017,7154,7073
499,0,0,507,0,0,0,507,0,629
20288,20293,20196,19777,20130,1500,1400,2000,3000,1000
50859,49808,49993,50025,29562,1965,2150,2118,1045,1077
258764,279451,280882,218619,201679,25000,7500,0,6500,7000
8447,-1,176,0,0,0,177,0,0,0
390,390,390,390,390,390,390,390,390,390
52180,49874,52000,53590,54606,0,5000,4000,3000,3500
101023,97045,102372,100794,98277,3580,13000,7000,6000,7000
17999,38899,24620,22381,13115,38933,24692,22388,13115,5167
2744,2041,630,-736,-1591,2051,5,266,266,253
135437,65892,60762,52402,51391,19020,19002,19001,20002,18063
160889,165400,166712,170059,154387,9000,6000,6000,6000,6000
6829,6460,17154,2729,32550,6719,27654,2729,32550,11467
10840,1108,2111,920,920,1108,2111,920,920,920
113900,109062,105252,103969,104254,5000,6000,10000,10000,5000
46188,14082,15021,7696,7872,1261,1200,300,300,287
40623,40088,38706,38034,23675,1616,2180,2004,1000,1002
12322,25851,35691,-24303,38674,13871,74000,882,124264,14692
25422,26456,27835,29070,30891,1450,1800,2000,2600,0
14717,14190,12900,11006,5584,0,0,2046,0,0
45998,47107,50999,51884,50926,2150,5000,2020,0,4500
16931,17644,18679,18275,7953,1300,1340,1207,300,500
37699,35203,15360,15031,12173,2000,2000,1150,2000,1000
48114,42573,55350,92141,57961,20091,30128,60183,2071,2045
16757,21481,22389,22535,24236,5000,1598,744,2000,744
211630,209812,219829,214795,228084,3000,15000,0,17000,8500
189650,127111,93208,88223,84175,5000,4200,3100,3000,3100
595,207,18189,557,0,207,18281,557,0,0
390,7516,553,1080,1780,7516,553,1080,1780,0
46652,45235,23299,22672,21440,2014,1600,1400,429,386
3805,0,0,0,0,0,0,0,0,0
718,3910,1906,837,360,3927,1913,841,360,350
2915,4203,167,3351,1644,4203,200,3351,1644,1733
50002,51190,47959,49099,28540,2330,0,2470,1215,1231
22120,14577,16275,23790,2250,4000,3096,12000,2250,500
4577,8400,626,626,1348,8400,626,626,1348,5879
53843,55933,56575,57303,58593,3500,2100,2200,2300,2200
94245,95268,96620,97938,78126,3500,3800,3900,3000,2300
23546,26630,25922,27177,28930,3800,0,2000,2200,0
8988,6849,7471,8043,19526,1200,2000,2000,3000,1000
0,0,0,111,0,0,0,111,0,288
262518,180499,138326,128721,95657,6500,5300,4000,5000,3000
11000,0,8100,-2900,-2900,0,8100,0,0,0
3996,9120,8528,0,6368,9120,8528,0,6368,3000
23396,24182,25135,25095,25356,1426,1379,867,898,933
104546,105326,111987,112652,114337,4000,10000,4000,5000,4200
12351,13068,12568,13880,13849,1216,0,1528,497,1192
100390,108784,110405,106317,30906,11600,4800,0,1240,1200
29789,28699,29305,27595,27745,1763,1759,1439,979,1164
1280,390,390,780,1746,0,390,780,1746,0
859,1811,1335,366,1811,1811,1335,366,1811,1828
3578,3658,3578,3578,3578,3658,3578,3578,3578,4268
102274,103275,105225,83722,78894,3734,3653,2914,2627,2624
2908,3408,2908,9283,2908,3408,2908,9283,0,2908
0,256,0,425,1529,256,0,425,1529,0
41322,40383,42413,41434,45567,0,3000,0,5000,20000
11521,5219,4560,5450,0,1500,2000,1000,0,0
1749,3939,7856,3640,3656,3000,4031,5,16,6005
481,326,526,526,635,326,526,526,635,760
296,148,620,296,148,0,620,296,0,0
0,0,0,0,0,0,0,0,0,0
92636,94641,96667,98883,79972,3500,3600,3900,3000,3000
134,357,288,837,467,357,288,837,467,15868
89903,66236,59932,52382,40661,3073,3010,2010,1200,1000
58127,59345,58196,47007,32834,2800,2200,1500,1200,1100
81249,81117,81140,80567,59560,3000,3300,2602,1800,1432
8133,10978,10511,11529,12332,3000,0,1200,1000,1000
351890,254163,250180,236027,221443,11000,8607,8000,8525,8476
1261,1261,1665,1261,1261,1261,1665,1261,1261,390
27179,27878,28908,29922,30517,1454,1484,1498,1093,1139
0,950,1170,780,780,950,1000,0,0,0
4269,5478,6190,0,0,1288,1000,0,0,0
98822,95634,94933,96554,65905,4300,3500,5000,5000,1000
588,588,588,926,643,588,588,926,643,643
111388,113900,109062,105252,103969,6000,5000,6000,10000,10000
203340,205172,198577,141141,144216,8064,9474,4944,5240,5214
48785,49762,49861,48660,7698,2090,2450,1510,409,415
79435,75332,128630,69040,64657,3803,2551,2735,2628,1574
115040,117371,119044,120086,120662,6000,5600,4500,4300,0
30646,29919,29045,28025,26758,1500,1509,1400,1000,1100
81786,84489,86298,90857,89208,3400,3400,6200,0,2800
11211,12329,11846,25920,8035,12329,11846,25924,161,8521
26501,26869,27488,17891,6696,5000,6000,3000,0,0
-12,-12,3300,0,0,0,3312,0,0,0
179253,95170,97338,99694,65977,3700,3700,4100,2360,2500
69951,70722,70815,63183,31633,3200,3202,2989,1081,1099
16918,20511,19944,22915,23472,4145,0,3260,1000,0
3204,430,29425,30437,31123,0,29425,2000,1528,1518
2358,156,0,50510,2202,156,0,50510,0,5131
39843,40662,41971,43020,46150,1762,2000,2020,3800,0
149941,68912,72741,76149,84474,3200,6000,5000,10000,10000
0,0,0,0,0,0,0,0,0,0
86294,88412,89853,69362,70537,4400,4111,2100,2200,2510
278948,278433,277620,275495,270350,10609,10470,10002,9948,9475
3128,10998,1509,1390,1072,10998,1509,1390,0,849
14254,19902,17822,15022,13051,10000,2000,1000,2000,1790
53035,54125,55135,54645,54859,3492,3452,1912,2000,2091
106203,108327,106142,102449,100212,8000,5300,3605,3500,4100
17189,6013,1717,1385,0,6026,1717,1390,0,0
227689,206249,182985,186047,188389,7142,8200,7600,6200,6000
61793,79467,26943,148307,71373,79651,26943,148307,71373,7406
147586,155228,160588,162241,165794,10000,7891,5743,6102,6000
135001,135199,134817,52629,51543,6100,6000,1900,1680,1900
54721,52285,48615,41322,0,2209,2109,10006,0,4300
7928,2318,22430,20457,13964,2318,22000,1000,1000,1000
138636,140982,145038,146190,148989,5048,6726,5451,5774,4739
19102,18054,19026,19406,18258,1318,1290,670,663,740
3745,4632,4979,631,1635,3000,2023,0,1004,10019
86076,87567,78646,79212,54659,3012,3100,3116,2000,2100
29230,30786,27167,27440,30117,3500,0,3000,6000,0
4262,11674,6281,7920,8472,7662,1269,1908,1000,727
96008,98017,99961,101123,97375,4500,4400,3700,0,7800
17697,18445,19382,18440,18826,1634,1571,629,652,618
0,0,0,0,0,0,0,0,0,0
166988,170603,172056,172615,174555,8000,7500,6500,6500,7000
76910,22972,28336,30281,38339,1994,18002,3001,9004,45117
68262,53329,44222,36869,31640,2791,2668,1820,2000,882
304922,292517,211831,153841,156866,14000,7507,6000,6171,6000
46666,47606,48350,48786,49277,2100,2200,2000,2000,1755
19473,19868,16749,17538,13840,1896,1417,1206,284,147
14576,16318,17388,17850,17737,2000,1354,2113,1000,1000
18865,36059,18757,15521,13086,1500,2580,1279,654,7688
18457,22815,27086,27821,30767,5000,5000,1137,5000,1085
0,1186,0,0,0,1186,0,0,0,0
69578,67871,68782,73955,79128,0,2600,6332,7000,5000
2389,3405,4414,4653,4596,1064,1073,312,166,168
113079,109796,112144,114789,115590,0,5600,6000,4200,4500
73508,73303,71674,12701,8855,3100,2548,2050,3006,2000
35865,32764,25348,9580,0,1546,1176,1000,0,0
99307,104403,110366,101550,98615,6700,10605,0,4751,1754
49072,50559,49060,44908,29969,4000,0,2000,1039,1100
18093,18543,18911,19000,19397,1300,1611,700,704,867
3196,16447,3317,10771,5552,16447,3317,10771,5552,2253
121522,120084,122250,70901,40860,2000,5700,2964,1527,1407
5972,1854,2105,835,1761,1857,2109,835,1761,2853
51275,41950,40861,35638,32147,2000,1718,3800,2000,2386
67661,68482,69309,36808,37734,3409,2908,1318,1520,1400
51632,9803,3427,924,-876,1000,3524,929,869,7
201015,177028,136434,126121,115050,10000,6000,5087,5000,5000
1397,0,136,0,0,0,136,0,0,350
3564,2063,768,3096,2677,2063,768,3146,2677,0
301553,287780,295141,291422,279294,0,21300,10000,0,9500
32141,31350,30575,29784,31288,0,0,0,2000,2000
16027,16740,17451,18141,18239,1600,1600,1600,1000,663
71770,74066,75907,77723,79550,4000,3000,3000,3000,3500
433792,396009,335873,320755,316650,13678,12021,11428,10871,11736
14814,9631,36631,29150,0,10755,36671,583,0,0
110970,117076,113778,117989,118803,9460,0,6100,4210,4500
11306,6657,3565,3820,1275,1069,1240,3840,1275,0
14203,15215,16544,17250,17604,1252,1581,1287,641,2684
0,0,1257,0,0,0,1257,0,0,0
13371,13480,5747,3339,9458,4000,5747,3339,18916,7231
80748,78241,76401,76435,77434,2755,2824,2456,2245,2500
43515,44557,45574,49022,47459,1739,1756,2662,1726,3000
48764,27347,37528,2793,28865,1034,37559,2805,28865,300
60103,52193,44934,17769,10400,3033,2093,560,600,1760
104498,107819,109836,44356,45932,5000,4823,2000,2000,2000
51741,96172,48827,38600,19541,300,5222,2034,744,5200
24607,24430,23881,24234,24853,1700,1600,1287,1296,500
11351,11449,6515,2315,1817,1150,1012,46,36,2081
3000,3300,0,0,610,3300,0,0,610,2165
136485,87236,79244,59144,60228,3602,3903,2265,2188,2353
0,0,0,0,0,0,0,0,0,0
14517,3670,3280,2890,15839,2500,2500,2500,15839,666
236,4324,1861,0,1780,4324,1861,0,1780,2581
35671,37073,38472,39510,40873,2000,2000,2000,2000,2000
711,878,1131,441,441,878,1131,441,441,441
18796,20489,22142,25438,28453,2000,2000,4000,3600,0
60125,1981,4521,20472,76933,1981,4521,20500,77000,100000
198235,193548,198422,204116,214691,0,8000,9000,15500,7000
93983,88777,82501,54458,45943,3371,2636,1883,1584,1604
189279,195200,60278,58972,55731,10000,5023,5000,5000,50000
71578,71896,73744,73572,73025,3007,5012,3119,3007,3110
0,298887,0,0,0,298887,0,0,0,0
7623,9483,18511,80877,45369,9495,18513,80877,45369,56789
34443,33590,34651,35677,36485,0,1600,1600,1400,1400
41540,390,390,0,15666,390,390,0,16056,1000
430,0,46257,45975,1300,0,46257,2200,1300,43987
47933,39695,42372,41393,42275,2100,3650,0,1700,2000
48792,50083,50323,48902,20012,2105,1845,1746,691,1000
31170,20413,13738,6326,1452,2005,1206,1000,600,500
17961,17091,14120,12266,10783,1513,4932,9,286,1000
0,0,0,10232,9677,0,0,10232,194,0
35169,39069,38166,40642,39689,4500,0,3427,0,2000
11200,0,970,0,0,0,970,0,0,2184
7100,4007,4900,1235,3946,1100,1000,1235,3011,1008
127254,109717,81545,81454,60176,6050,3700,2000,3000,20000
390,390,390,390,390,390,390,390,390,390
34831,29791,19013,17929,20759,5059,1383,2000,3030,2009
118287,117775,117106,118207,116885,5700,5700,6000,5000,10000
61982,46323,43710,45474,46369,2000,2100,2500,1650,2000
18486,0,0,0,0,0,0,0,0,0
17821,19099,0,1728,1953,2000,0,1728,225,0
10000,7419,7392,8265,8631,7419,1400,1000,500,500
1581,2282,2964,3360,5038,1046,1044,1072,1750,182
18769,21349,20732,19946,19546,3186,0,0,0,0
3925,11200,25509,9857,8945,11253,25585,3,18,5034
2079,6964,1013,5254,2932,6964,1013,5254,2932,2248
36908,0,0,0,0,0,0,0,0,0
34494,35930,37326,38203,39580,2000,2000,1500,2000,2000
96638,98491,99983,100555,103300,4300,4000,3100,4500,0
180887,166921,155945,109271,36753,10000,30000,7,7000,73000
7217,8204,3001,6861,4681,8210,3001,6866,4681,2729
-152,-152,-152,-152,42668,0,0,0,42820,0
330,330,660,330,660,330,660,0,660,0
22219,140,0,0,0,140,0,0,0,0
163897,116343,118552,119376,122039,0,5677,4197,4509,4412
68371,9015,3325,0,0,1300,1000,0,0,94562
205150,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
86750,42968,43444,40616,2008,4000,4013,5000,5000,5000
59738,59389,57656,58290,58213,2700,2100,2100,2200,2100
24802,27551,20559,17228,6531,3200,0,1000,1000,2000
141530,130248,133547,134346,133933,7000,7004,5013,5000,6000
22957,23978,26749,28085,27344,1707,3478,2073,0,0
46746,44808,44899,46346,47273,2100,2100,2500,2000,2000
1836,1651,0,390,1170,0,0,390,1170,0
19410,22085,23435,22765,22990,3000,2000,0,900,900
1300,179,0,0,0,179,0,0,0,0
49196,54033,52595,56709,55201,6292,0,5000,0,15000
44698,42254,38347,32496,23477,1767,1362,1002,840,995
